44558202,7664 OLD KINGS RD S,32217,Jacksonville,FL
44534998,5506 KEYSTONE DR S,32207,Jacksonville,FL
44601402,912 SHIPWATCH DR E,32225,Jacksonville,FL
44583666,11515 KELVYN GROVE PL,32225,Jacksonville,FL
44515448,6306 BAYFIELD DR,32277,Jacksonville,FL
44511477,3905 ST ISABEL DR E,32277,Jacksonville,FL
44475380,4322 WOODMERE ST,32210,Jacksonville,FL
44542582,1895 WOODLEIGH DR W,32211,Jacksonville,FL
44579395,4512 BENTLEY TRACE LN N,32257,Jacksonville,FL
44577266,5393 JULINGTON CREEK RD,32258,Jacksonville,FL
83003935,7907 DAWSONS CREEK DR,32222,Jacksonville,FL
44420149,6119 FIRESTONE RD,32244,Jacksonville,FL
44575205,12152 CATTAIL LN,32223,Jacksonville,FL
44581012,13033 SAWPIT RD,32226,Jacksonville,FL
82981262,2119 VALENCIA DR,32207,Jacksonville,FL
44547986,8244 LAKE WOODBOURNE DR,32217,Jacksonville,FL
44567663,2926 SCOTT MILL LN,32223,Jacksonville,FL
44575773,3324 SCRUB OAK LN,32223,Jacksonville,FL
44585378,3386 HAMPSTEAD DR,32225,Jacksonville,FL
44591104,325 Franklin Brook Ln,32225,Jacksonville,FL
44558483,2870 CHRISTOPHER CREEK RD N,32217,Jacksonville,FL
44506999,14010 ATHENS DR,32223,Jacksonville,FL
44530444,5419 RIVER RD S,32211,Jacksonville,FL
44564555,10960 HAMILTON DOWNS CT,32257,Jacksonville,FL
44504286,4233 ALDINGTON DR,32210,Jacksonville,FL
44564677,11009 ROCK ISLAND RD,32257,Jacksonville,FL
44558258,6998 SAN FERNANDO PL,32217,Jacksonville,FL
44445681,111 E 54th St,32208,Jacksonville,FL
44408168,8467 SANTANA CT,32220,Jacksonville,FL
44561671,5439 PITTMAN DR N,32207,Jacksonville,FL
44438724,3308 RIBAULT SCENIC DR,32208,Jacksonville,FL
109767288,6360 LOUIS CLARK CT,32222,Jacksonville,FL
58657636,9059 HAMPTON LANDING DR,32256,Jacksonville,FL
44609700,13733 SANDY CREEK DR,32224,Jacksonville,FL
44563712,3047 CROSBY LN,32216,Jacksonville,FL
109766973,1931 DERRINGER RD,32225,Jacksonville,FL
44563967,7805 BAYMEADOWS CIR W,32256,Jacksonville,FL
44565157,5342 MORGAN HORSE DR N,32257,Jacksonville,FL
71042417,13481 LONG CYPRESS TRL,32223,Jacksonville,FL
68545936,14699 MOORE BRANCH RD,32234,Jacksonville,FL
44514636,4143 FERBER RD,32277,Jacksonville,FL
44502580,5590 LA MOYA AVE,32210,Jacksonville,FL
61185767,3066 DONATO DR N,32226,Jacksonville,FL
52525131,2851 CASA DEL RIO TER,32257,Jacksonville,FL
58657327,2758 COACHMAN LAKES DR,32246,Jacksonville,FL
83001141,8601 BEACH BLVD UNIT 804,32216,Jacksonville,FL
67411336,3512 WATERCHASE WAY E,32224,Jacksonville,FL
55116782,9426 CEDAR DELL CT,32257,Jacksonville,FL
62774456,1226 MCGIRTS CREEK DR W,32221,Jacksonville,FL
113197951,11789 CAROLWOOD LN,32258,Jacksonville,FL
44582649,4252 BLEINHEIM PL,32225,Jacksonville,FL
44580333,12516 CONDOR DR,32223,Jacksonville,FL
44555436,7938 TIMBERLIN PARK BLVD,32256,Jacksonville,FL
44506288,1337 RIVERPLACE DR,32223,Jacksonville,FL
44611788,9446 HECKSCHER DR,32226,Jacksonville,FL
44592224,333 BEADLILY CT,32225,Jacksonville,FL
71034484,12675 FORT CAROLINE RD,32225,Jacksonville,FL
44531129,6442 POTTSBURG DR,32211,Jacksonville,FL
44586581,10903 HOUNDWELL WAY,32225,Jacksonville,FL
44623793,3336 Palm Island Rd,32250,Jacksonville,FL
44481898,2234 River RD,32207,Jacksonville,FL
44630635,5147 DIXIE LANDING DR,32224,Jacksonville,FL
44412196,10337 CRYSTAL SPRINGS RD,32221,Jacksonville,FL
89857575,1261 DELFINO DR,32225,Jacksonville,FL
44503803,5637 FT SUMTER RD,32210,Jacksonville,FL
44537733,6321 STETLER DR,32216,Jacksonville,FL
61277584,1903 SUNCHASE CT,32246,Jacksonville,FL
44406741,9374 FISH RD,32220,Jacksonville,FL
44582880,4029 RETFORD DR,32225,Jacksonville,FL
44521160,5715 WILTSHIRE ST,32211,Jacksonville,FL
44596846,2232 AZTEC DR W,32246,Jacksonville,FL
44575221,3728 MOSSWOOD CT,32223,Jacksonville,FL
44509090,13306 GILLESPIE AVE,32218,Jacksonville,FL
44577452,12943 TREE WAY CT N,32258,Jacksonville,FL
154644184,2550 LAKE SHORE BLVD,32210,Jacksonville,FL
83000983,122 W 10TH ST,32206,Jacksonville,FL
44421231,5937 RIDGEWAY RD E,32244,Jacksonville,FL
44628882,4376 COQUINA DR,32250,Jacksonville,FL
55117162,4971 SCENIC MARSH CT,32226,Jacksonville,FL
44557523,6724 EPPING FOREST WAY N,32217,Jacksonville,FL
109756280,5317 COMMISSIONERS DR,32224,Jacksonville,FL
44520530,6544 SHADY OAK DR,32277,Jacksonville,FL
44626878,2336 PINE ISLAND CT,32224,Jacksonville,FL
44564366,10804 HIDDEN RIDGE CT,32257,Jacksonville,FL
58654562,12027 AUTUMN SUNRISE DR,32246,Jacksonville,FL
44579774,12526 LOUIS ST,32223,Jacksonville,FL
44559123,3600 DARNALL PL,32217,Jacksonville,FL
44601306,13812 TORTUGA POINT DR,32225,Jacksonville,FL
44582412,11648 FRANCIS DRAKE DR,32225,Jacksonville,FL
44556801,2814 SCOTT MILL ESTATES DR,32257,Jacksonville,FL
55119978,4190 TRADEWINDS DR,32250,Jacksonville,FL
2062208269,3781 CROSSWATER BLVD,32224,Jacksonville,FL
44601369,1134 SHIPWATCH DR E,32225,Jacksonville,FL
44611269,10234 CYPRESS LAKES DR,32256,Jacksonville,FL
44538078,6232 POTTSBURG PLANTATION BLVD,32216,Jacksonville,FL
44497211,1301 RIVERBIRCH LN,32207,Jacksonville,FL
44575128,11839 MERGANSER WAY,32223,Jacksonville,FL
44506304,12986 MANDARIN RD,32223,Jacksonville,FL
44589261,947 CHAPELTOWN CIR N,32225,Jacksonville,FL
2134130948,13639 QUEENS HARBOR BLVD,32225,Jacksonville,FL
44512621,11775 RICE RD,32218,Jacksonville,FL
44515577,3913 YARBOROUGH DR,32277,Jacksonville,FL
109743267,13542 DEVAN LEE DR E,32226,Jacksonville,FL
61277961,4423 GLEN KERNAN PKWY E,32224,Jacksonville,FL
44604084,183 ANNANDALE DR W,32225,Jacksonville,FL
55116956,12050 BRANDON LAKE DR,32258,Jacksonville,FL
44483547,814 GRANADA BLVD S,32207,Jacksonville,FL
44571000,11034 MANDARIN STATION DR W,32257,Jacksonville,FL
44558256,7262 SAN PEDRO RD,32217,Jacksonville,FL
44482567,3338 SUNNYSIDE DR,32207,Jacksonville,FL
2065358524,1138 SEATTLE SLEW LN,32218,Jacksonville,FL
44474123,1324 PLACID PL,32205,Jacksonville,FL
44410567,7631 ROLLING HILLS DR,32221,Jacksonville,FL
125975491,3670 SPINNAKER CT,32277,Jacksonville,FL
44604876,2402 CAPTAIN HOOK DR W,32224,Jacksonville,FL
44606951,12778 HUNT CLUB RD N,32224,Jacksonville,FL
44584254,14254 MT PLEASANT RD,32225,Jacksonville,FL
61263790,11634 MARSH ELDER DR,32226,Jacksonville,FL
44555082,4968 MEGANWOOD LN,32257,Jacksonville,FL
44524976,8650 HAVERHILL ST,32211,Jacksonville,FL
44472642,4738 TUNIS ST,32205,Jacksonville,FL
44483527,705 GRANADA BLVD S,32207,Jacksonville,FL
44522274,2422 MARBLE DR,32211,Jacksonville,FL
44430027,6775 HARLOW BLVD,32210,Jacksonville,FL
44508290,3398 GUERNSEY CT,32226,Jacksonville,FL
44548818,8810 OSPREY LN,32217,Jacksonville,FL
44579997,3050 JULINGTON CREEK RD,32223,Jacksonville,FL
55119153,7662 WEXFORD CLUB DR W,32256,Jacksonville,FL
55119209,7703 BURNT OAK TRL,32256,Jacksonville,FL
154763455,4580 JULINGTON CREEK RD,32258,Jacksonville,FL
44437458,8445 CONCORD BLVD W,32208,Jacksonville,FL
44539048,6823 ALTAMA RD,32216,Jacksonville,FL
66761137,3345 BISHOP ESTATES RD,32259,Saint Johns,FL
82986615,1103 CEDAR BAY RD,32218,Jacksonville,FL
44623624,14761 PLUMOSA DR,32250,Jacksonville,FL
71044167,3918 LA MIRADA DR N UNIT 1,32217,Jacksonville,FL
44584214,9294 Heckscher Dr,32226,Jacksonville,FL
55119183,11205 TURNBRIDGE DR,32256,Jacksonville,FL
44572391,5371 CHESTNUT LAKE DR,32258,Jacksonville,FL
316820430,3038 PESCARA DR,32246,Jacksonville,FL
71039608,7114 STONELION CIR,32256,Jacksonville,FL
44425971,8325 CROSS TIMBERS DR E,32244,Jacksonville,FL
44481972,927 ARBOR LN,32207,Jacksonville,FL
44550861,10646 WOODSDALE LN S,32256,Jacksonville,FL
58656551,11898 MAGNOLIA FALLS DR,32258,Jacksonville,FL
44566199,10355 ILAH RD,32257,Jacksonville,FL
71044657,4480 Deerwood Lake Pkwy UNIT 422,32216,Jacksonville,FL
44545464,1316 MAYFAIR RD,32207,Jacksonville,FL
44607237,3986 CATTAIL POND CIR W,32224,Jacksonville,FL
2062432882,5391 WANDERING TRL,32219,Jacksonville,FL
44506306,13031 NORMEDS RD,32223,Jacksonville,FL
44557457,7008 EPPING FOREST TER,32217,Jacksonville,FL
55119174,11131 BIRKDALE CT,32256,Jacksonville,FL
44406793,1146 PEBBLE RIDGE DR,32220,Jacksonville,FL
44497406,4424 KELNEPA DR,32207,Jacksonville,FL
44499183,4708 PRINCE EDWARD RD,32210,Jacksonville,FL
44574449,4551 CARRIAGE CROSSING DR,32258,Jacksonville,FL
44500896,5012 YACHT CLUB RD,32210,Jacksonville,FL
81799114,14630 TIKI LN UNIT 1,32226,Jacksonville,FL
44425441,7139 LOVES DR,32222,Jacksonville,FL
44520188,2423 GREEN OAK DR,32211,Jacksonville,FL
82994155,13711 SAXON LAKE DR,32225,Jacksonville,FL
44536906,2309 HIRSCH AVE,32216,Jacksonville,FL
44483487,3931 BARCELONA AVE,32207,Jacksonville,FL
109756386,11179 LIMERICK DR,32221,Jacksonville,FL
44498768,4006 ORTEGA FOREST DR,32210,Jacksonville,FL
44557841,6816 SAN SABASTIAN AVE,32217,Jacksonville,FL
44581396,6944 RAMOTH DR,32226,Jacksonville,FL
44510927,1329 Cedar Bay RD,32218,Jacksonville,FL
44601718,1347 WINDSOR HARBOR DR,32225,Jacksonville,FL
44405963,6982 GARDEN ST,32219,Jacksonville,FL
44542316,1203 GRANDVIEW DR,32211,Jacksonville,FL
44556361,2859 FOREST CIR,32257,Jacksonville,FL
44436148,8063 APPIAN WAY,32208,Jacksonville,FL
44606571,13101 CRICKET COVE RD N,32224,Jacksonville,FL
66133100,1982 CAMELLIA OAKS LN,32217,Jacksonville,FL
44581355,6656 RAMOTH DR,32226,Jacksonville,FL
61278377,7884 MONTEREY BAY DR,32256,Jacksonville,FL
168107747,1674 HAMMOCK GROVE LN,32225,Jacksonville,FL
125974866,1370 MOSS CREEK DR,32225,Jacksonville,FL
44480591,3338 RIVERSIDE AVE,32205,Jacksonville,FL
44516295,5623 DARLOW AVE,32277,Jacksonville,FL
109772415,366 AUBURN OAKS RD,32218,Jacksonville,FL
2107495290,0 SHIPWATCH DR,32225,Jacksonville,FL
44425395,7534 KESTREL DR,32222,Jacksonville,FL
44491551,2700 LAKE SHORE BLVD,32210,Jacksonville,FL
44600006,11672 SANDS AVE,32246,Jacksonville,FL
44538040,6202 CREETOWN DR,32216,Jacksonville,FL
154518661,18002 BRANDY BRANCH RD,32234,Jacksonville,FL
44550720,10158 WINDWARD WAY N,32256,Jacksonville,FL
2064331026,6202&6213 CREETOWN DR,32216,Jacksonville,FL
2063504122,5226 CLAPBOARD COVE CT,32226,Jacksonville,FL
2079806854,1106 EUTAW PL,32207,Jacksonville,FL
2065706314,17353 W BEAVER ST,32234,Jacksonville,FL
2063504233,5298 CLAPBOARD COVE CT,32226,Jacksonville,FL
